serial,fips,county name,drop,rebound,resilience,note
789,45043,"Georgetown, SC",0.294301687,0.047299904,0.560855736,
790,38009,"Bottineau, ND",0.037623585,0.02775543,0.557938758,
791,18029,"Dearborn, IN",0.167054059,0.037576464,0.558812373,
792,20013,"Brown, KS",0.24439669,0.04342047,0.558539322,
793,51029,"Buckingham, VA",0.132801645,0.034934498,0.557316464,
794,21157,"Marshall, KY",0.201241431,0.040080362,0.556569786,
795,26063,"Huron, MI",0.136180087,0.035110901,0.554914969,
796,36003,"Allegany, NY",0.182069789,0.038560802,0.554597367,
797,46107,"Potter, SD",0.140559787,0.035365854,0.552639274,
798,53039,"Klickitat, WA",0.108705048,0.032936871,0.551622465,
799,48475,"Ward, TX",0.213338393,0.040707965,0.549081778,
800,30005,"Blaine, MT",0.301546337,0.047311828,0.548782258,
801,20067,"Grant, KS",0.276712532,0.045357033,0.546608701,
802,42105,"Potter, PA",0.213130897,0.04056677,0.545777663,
803,30099,"Teton, MT",0.266808932,0.044571429,0.545545213,
804,36043,"Herkimer, NY",-0.008458619,0.023945764,0.543582202,
805,13259,"Stewart, GA",0.577565936,0.067811935,0.545629505,
806,37073,"Gates, NC",0.38634557,0.053353659,0.542435785,
807,19067,"Floyd, IA",0.180163816,0.037947725,0.541461868,
808,35013,"Dona Ana, NM",0.063555934,0.029226599,0.540159184,
809,26089,"Leelanau, MI",0.21747136,0.040690282,0.540509666,
810,40049,"Garvin, OK",0.185506984,0.038301696,0.540234698,
811,39015,"Brown, OH",0.143510641,0.035161375,0.539753534,
812,20207,"Woodson, KS",0.255342982,0.043478261,0.539763866,
813,2122,"Kenai Peninsula, AK",0.047578552,0.027975528,0.537776538,
814,39135,"Preble, OH",0.201432416,0.039425051,0.538569631,
815,39163,"Vinton, OH",0.400419108,0.054132431,0.537110192,
816,18119,"Owen, IN",0.314697222,0.047762578,0.536867467,
817,31081,"Hamilton, NE",0.224344634,0.041005291,0.535401508,
818,10001,"Kent, DE",0.15480069,0.035791238,0.533510377,
819,2185,"North Slope, AK",0.168327111,0.036788005,0.533415319,
820,48415,"Scurry, TX",0.096070746,0.031420539,0.532536357,
821,30037,"Golden Valley, MT",0.648936988,0.072368421,0.534167994,
822,46113,"Shannon, SD",0.2060943,0.039556061,0.53276952,
823,16049,"Idaho, ID",0.200423045,0.039100684,0.531775805,
824,29179,"Reynolds, MO",0.19581516,0.038677918,0.529494932,
825,21213,"Simpson, KY",0.255850354,0.043048599,0.528224261,
826,17129,"Menard, IL",0.357898082,0.050527485,0.527621194,
827,28009,"Benton, MS",0.22953111,0.041071429,0.527159981,
828,29119,"McDonald, MO",0.111277136,0.032292623,0.524258717,
829,47027,"Clay, TN",0.269132063,0.043878273,0.524639814,
830,51053,"Dinwiddie, VA",0.242277403,0.041833734,0.522712489,
831,48035,"Bosque, TX",0.125565957,0.033248802,0.521334286,
832,48233,"Hutchinson, TX",0.235247428,0.041272999,0.521516558,
833,2050,"Bethel, AK",0.098465039,0.031245069,0.520555036,
834,48395,"Robertson, TX",0.172353033,0.036656484,0.520978271,
835,22115,"Vernon, LA",0.50102132,0.060723115,0.521870111,
836,31089,"Holt, NE",0.058270264,0.028290858,0.519863412,
837,2110,"Juneau, AK",0.080868285,0.029942966,0.519955449,
838,22031,"De Soto, LA",0.068216333,0.029004834,0.519420298,
839,18125,"Pike, IN",0.058938337,0.028314457,0.51891414,
840,51063,"Floyd, VA",0.133191651,0.033691225,0.517693959,
841,22049,"Jackson, LA",0.076386318,0.029532164,0.516934459,
842,48251,"Johnson, TX",0.130440176,0.033468479,0.516981874,
843,37193,"Wilkes, NC",0.126328305,0.033156827,0.516585015,
844,30023,"Deer Lodge, MT",0.08465911,0.030108254,0.516007753,
845,48313,"Madison, TX",0.066517187,0.028780488,0.515700525,
846,31001,"Adams, NE",0.172750257,0.036503024,0.515649664,
847,1035,"Conecuh, AL",0.314836338,0.046675192,0.512026769,
848,30107,"Wheatland, MT",0.191908392,0.037735849,0.511125447,
849,38043,"Kidder, ND",0.469353857,0.057835821,0.511363875,
850,31179,"Wayne, NE",0.164246282,0.035705177,0.510289813,
851,28137,"Tate, MS",0.058677494,0.028033794,0.508988281,
852,37007,"Anson, NC",0.163523041,0.035614914,0.509152057,
853,55029,"Door, WI",0.126433911,0.032920155,0.50868291,
854,21209,"Scott, KY",0.231914428,0.040533861,0.508533759,
855,17113,"McLean, IL",0.040217117,0.02663383,0.506339798,
856,28089,"Madison, MS",0.094067313,0.030512833,0.506257971,
857,13207,"Monroe, GA",0.199599887,0.038111888,0.506067505,
858,16025,"Camas, ID",0.43355687,0.054913295,0.504956374,
859,6033,"Lake, CA",0.223597968,0.03972969,0.503073892,
860,5057,"Hempstead, AR",-0.125939216,0.014554906,0.498812012,
861,38019,"Cavalier, ND",0.184415608,0.036905607,0.502825871,
862,46051,"Grant, SD",0.167757036,0.035704245,0.50268794,
863,42073,"Lawrence, PA",0.101790055,0.030940379,0.501810888,
864,29093,"Iron, MO",0.413570994,0.053366429,0.502791606,
865,48199,"Hardin, TX",0.306098525,0.045615216,0.502074219,
866,31047,"Dawson, NE",0.108962681,0.031384785,0.499417211,
867,1037,"Coosa, AL",0.50994906,0.060082305,0.499103573,
868,51700,"Newport News City, VA",0.077020855,0.029020812,0.496601521,
869,23027,"Waldo, ME",0.038036692,0.026205451,0.495338343,
870,32013,"Humboldt, NV",0.209400348,0.038440417,0.495620093,
871,37039,"Cherokee, NC",0.299461533,0.044826652,0.494660016,
872,21033,"Caldwell, KY",0.301271758,0.044949495,0.494512295,
873,31111,"Lincoln, NE",0.06950496,0.028389177,0.493038427,
874,46105,"Perkins, SD",0.186839625,0.036750484,0.493294781,
875,19095,"Iowa, IA",0.251851984,0.041375151,0.493182176,
876,40053,"Grant, OK",0.132111856,0.032755299,0.490088223,
877,51171,"Shenandoah, VA",0.200744124,0.03760976,0.48958621,
878,29207,"Stoddard, MO",0.221959016,0.039095717,0.489057215,
879,31155,"Saunders, NE",0.049847482,0.026858616,0.48783031,
880,53043,"Lincoln, WA",0.110107671,0.031138153,0.488199442,
881,28117,"Prentiss, MS",0.022076934,0.024825784,0.485011239,
882,47167,"Tipton, TN",0.256609185,0.041450228,0.486407796,
883,13111,"Fannin, GA",0.267069194,0.042092604,0.483932491,
884,40069,"Johnston, OK",0.441288058,0.0544,0.484144711,
885,20161,"Riley, KS",0.133669903,0.032643083,0.482819311,
886,46101,"Moody, SD",0.257120106,0.041360294,0.483155366,
887,28003,"Alcorn, MS",0.117889028,0.03150583,0.481986076,
888,55115,"Shawano, WI",0.180868762,0.035951281,0.482234205,
889,36051,"Livingston, NY",0.085813182,0.029210335,0.480682503,
890,13273,"Terrell, GA",0.248212756,0.040665434,0.48140608,
891,21191,"Pendleton, KY",0.338755131,0.046995029,0.480362512,
892,48013,"Atascosa, TX",0.122693291,0.031751227,0.478858375,
893,28097,"Montgomery, MS",-0.127822372,0.014095852,0.474517873,
894,28051,"Holmes, MS",0.349359704,0.047565753,0.476432211,
895,48121,"Denton, TX",0.078115366,0.028503852,0.474522265,
896,21121,"Knox, KY",0.366893159,0.048767345,0.475834419,
897,41021,"Gilliam, OR",0.591352802,0.064516129,0.476260386,
898,13169,"Jones, GA",0.239671993,0.039829735,0.47513843,
899,16077,"Power, ID",0.199009174,0.036926148,0.473488221,
900,19071,"Fremont, IA",0.176382089,0.035299374,0.472119211,
901,2290,"Yukon Koyukuk, AK",0.106022477,0.030365414,0.471328725,
902,19151,"Pocahontas, IA",0.21314222,0.03785489,0.471821622,
903,44001,"Bristol, RI",0.179320311,0.035487572,0.471610261,
904,48053,"Burnet, TX",0.153756897,0.033593684,0.468108578,
905,13281,"Towns, GA",0.339833208,0.046541281,0.468271559,
906,45073,"Oconee, SC",0.076440432,0.028184621,0.466889963,
907,16067,"Minidoka, ID",0.13802687,0.032467532,0.467048654,
908,21151,"Madison, KY",0.179141156,0.035317716,0.466859998,
909,13085,"Dawson, GA",0.330708432,0.045840407,0.466729369,
910,45011,"Barnwell, SC",0.162017238,0.034088745,0.465622714,
911,48097,"Cooke, TX",0.205907716,0.037084038,0.464184764,
912,28115,"Pontotoc, MS",0.262772932,0.040955631,0.462397631,
913,29045,"Clark, MO",0.297191644,0.043286867,0.461173264,
914,42099,"Perry, PA",0.136983058,0.032082654,0.456695746,
915,21025,"Breathitt, KY",0.227143695,0.038269551,0.456231155,
916,38063,"Nelson, ND",0.282304682,0.042042042,0.455691592,
917,45001,"Abbeville, SC",0.32676623,0.045086705,0.455415293,
918,20069,"Gray, KS",0.069113185,0.02732049,0.453090197,
919,46029,"Codington, SD",0.168172471,0.034062758,0.451504274,
920,48503,"Young, TX",0.135708549,0.031831462,0.45122149,
921,20167,"Russell, KS",0.125024805,0.031043849,0.449286502,
922,21211,"Shelby, KY",0.152483356,0.032907938,0.448891845,
923,13149,"Heard, GA",0.534659944,0.059009484,0.448837985,
924,48055,"Caldwell, TX",0.061187461,0.026612539,0.446507874,
925,17047,"Edwards, IL",0.215892029,0.037190083,0.447485566,
926,18111,"Newton, IN",0.331759566,0.045042322,0.446260396,
927,19069,"Franklin, IA",0.226210686,0.037810384,0.445125918,
928,19001,"Adair, IA",0.181667127,0.034738486,0.443894465,
929,27049,"Goodhue, MN",0.062980647,0.026640644,0.442740288,
930,8095,"Phillips, CO",0.069292622,0.027062706,0.442479661,
931,30077,"Powell, MT",0.030094761,0.024368631,0.441047565,
932,40037,"Creek, OK",0.145097999,0.032187225,0.441736765,
933,21027,"Breckinridge, KY",0.099695085,0.029063873,0.440164294,
934,10005,"Sussex, DE",0.219299326,0.037158893,0.439931565,
935,26057,"Gratiot, MI",0.176862647,0.03426159,0.439218532,
936,17017,"Cass, IL",0.156924004,0.032871653,0.437909317,
937,54061,"Monongalia, WV",0.006443302,0.022650413,0.435659332,
938,13119,"Franklin, GA",0.318438037,0.043723782,0.436266126,
939,39093,"Lorain, OH",0.115107921,0.029902689,0.432850129,
940,30105,"Valley, MT",0.106792109,0.029320988,0.432043182,
941,5115,"Pope, AR",0.142636377,0.031731108,0.43204571,
942,26023,"Branch, MI",0.031483176,0.024229075,0.430791628,
943,47013,"Campbell, TN",0.247730549,0.038773441,0.431388488,
944,21155,"Marion, KY",0.233577512,0.037818955,0.43129052,
945,12015,"Charlotte, FL",-0.046979451,0.018922518,0.42869498,
946,22067,"Morehouse, LA",0.155278324,0.032451553,0.427788282,
947,13079,"Crawford, GA",0.29088354,0.041553749,0.428323067,
948,34019,"Hunterdon, NJ",0.179680547,0.034058719,0.426940359,
949,48449,"Titus, TX",0.169050955,0.033324482,0.426204944,
950,55005,"Barron, WI",0.09525155,0.028365555,0.425303608,
951,13147,"Hart, GA",0.141838167,0.03145988,0.424681878,
952,48183,"Gregg, TX",0.097346626,0.02846874,0.423923487,
953,6109,"Tuolumne, CA",0.209524797,0.035954344,0.423929752,
954,21053,"Clinton, KY",0.115111742,0.029601722,0.422032191,
955,17155,"Putnam, IL",0.475703833,0.053670574,0.423026304,
956,55037,"Florence, WI",0.202954918,0.035437431,0.421564828,
957,48499,"Wood, TX",0.166269013,0.032981826,0.421142645,
958,56025,"Natrona, WY",0.128310834,0.030446109,0.420811528,
959,54083,"Randolph, WV",0.216408645,0.036300935,0.420615834,
960,47127,"Moore, TN",0.237205496,0.037582903,0.417734713,
961,22127,"Winn, LA",0.162256261,0.032565858,0.416268108,
962,27165,"Watonwan, MN",0.093341859,0.027986525,0.415747071,
963,26043,"Dickinson, MI",0.116153913,0.029499218,0.415823012,
964,31045,"Dawes, NE",0.179102896,0.033662755,0.415658272,
965,37175,"Transylvania, NC",0.268469076,0.039566532,0.41529406,
966,48287,"Lee, TX",0.196742687,0.034779133,0.414073547,
967,26087,"Lapeer, MI",0.190820601,0.034312902,0.411750215,
968,55075,"Marinette, WI",0.153912403,0.031868882,0.411444782,
969,26037,"Clinton, MI",0.224211527,0.036517058,0.41178792,
970,48007,"Aransas, TX",0.212287365,0.035694051,0.410701235,
971,28107,"Panola, MS",0.170336303,0.032919013,0.41037165,
972,13257,"Stephens, GA",0.211276475,0.035620803,0.410502593,
973,13133,"Greene, GA",0.343309735,0.044275124,0.409392416,
974,21135,"Lewis, KY",0.278800973,0.039978958,0.408063007,
975,31037,"Colfax, NE",0.022891729,0.023075216,0.404410137,
976,17183,"Vermilion, IL",0.070115151,0.02613607,0.403051726,
977,1003,"Baldwin, AL",0.220129373,0.035926789,0.402284402,
978,13159,"Jasper, GA",0.349468822,0.044398554,0.402626543,
979,48377,"Presidio, TX",0.041920228,0.02422611,0.400190706,
980,34009,"Cape May, NJ",0.216287526,0.035597032,0.399929468,
981,55078,"Menominee, WI",0.146949605,0.031011693,0.397819901,
982,1109,"Pike, AL",0.250894105,0.03764577,0.394007298,
983,5005,"Baxter, AR",0.207463588,0.03481174,0.393516261,
984,13225,"Peach, GA",0.13832882,0.030287274,0.392083017,
985,1103,"Morgan, AL",0.160460845,0.03168103,0.390744271,
986,54093,"Tucker, WV",0.241084605,0.036878216,0.390216658,
987,50017,"Orange, VT",0.151797574,0.031086657,0.389577589,
988,6069,"San Benito, CA",0.293780081,0.04027788,0.390019685,
989,31065,"Furnas, NE",0.034285697,0.023458811,0.388006722,
990,51540,"Charlottesville City, VA",0.125633483,0.029374614,0.388800055,
991,27149,"Stevens, MN",0.107511875,0.028177966,0.387794698,
992,48193,"Hamilton, TX",0.273243251,0.038891187,0.388396972,
993,5075,"Lawrence, AR",-0.058169051,0.01740666,0.382697544,
994,48293,"Limestone, TX",0.150765937,0.030880579,0.384764448,
995,19085,"Harrison, IA",0.081249007,0.026384535,0.383784384,
996,18099,"Marshall, IN",0.163099349,0.03164215,0.383691019,
997,28041,"Greene, MS",0.170362082,0.032071504,0.382446752,
998,48323,"Maverick, TX",0.024304244,0.02262528,0.379095543,
999,40089,"McCurtain, OK",0.202756747,0.03407838,0.380176896,
1000,42015,"Bradford, PA",0.011819831,0.021794319,0.377522057,
1001,45019,"Charleston, SC",0.113089179,0.028240927,0.376622916,
1002,13099,"Early, GA",0.162247933,0.031368581,0.376262026,
1003,50025,"Windham, VT",0.070044755,0.025466654,0.375517712,
1004,18173,"Warrick, IN",0.059993717,0.024814254,0.375026351,
1005,31123,"Morrill, NE",0.128996011,0.029202279,0.374644324,
1006,51115,"Mathews, VA",0.35526602,0.043664996,0.375735434,
1007,20019,"Chautauqua, KS",0.165798089,0.031537451,0.37430915,
1008,26045,"Eaton, MI",0.168744237,0.031654328,0.371922059,
1009,47155,"Sevier, TN",0.168760063,0.031646096,0.371610206,
1010,24011,"Caroline, MD",0.128535454,0.029060654,0.370524077,
1011,51197,"Wythe, VA",0.174677822,0.03195727,0.369444311,
1012,29075,"Gentry, MO",0.107049224,0.02764977,0.368708344,
1013,17009,"Brown, IL",0.073888286,0.025530504,0.367958676,
1014,6063,"Plumas, CA",0.235535005,0.035789106,0.368631785,
1015,5063,"Independence, AR",0.20741152,0.033991151,0.368130481,
1016,20139,"Osage, KS",0.319663644,0.04108584,0.367748977,
1017,18007,"Benton, IN",0.185441615,0.032549729,0.36649091,
1018,19091,"Humboldt, IA",0.115416278,0.028092923,0.365402587,
1019,5071,"Johnson, AR",0.167470498,0.031391784,0.365759037,
1020,32029,"Storey, NV",0.662590205,0.062749365,0.366938863,
1021,5067,"Jackson, AR",0.120637583,0.028386844,0.364051374,
1022,31003,"Antelope, NE",0.075903127,0.025520833,0.362227708,
1023,16085,"Valley, ID",0.49937032,0.05217642,0.361889505,
1024,28035,"Forrest, MS",0.131212142,0.028945282,0.360044895,
1025,51019,"Bedford, VA",0.186022737,0.032392964,0.36012662,
1026,51153,"Prince William, VA",0.212143083,0.034035352,0.36014004,
1027,18087,"Lagrange, IN",0.310496455,0.040206838,0.359841963,
1028,32015,"Lander, NV",0.062300562,0.024570852,0.358181691,
1029,51139,"Page, VA",0.087204333,0.026108658,0.357165962,
1030,18021,"Clay, IN",0.237379027,0.035548686,0.357946472,
1031,13251,"Screven, GA",0.318762526,0.040645361,0.357715739,
1032,13305,"Wayne, GA",0.161438517,0.030728376,0.355990083,
1033,18075,"Jay, IN",0.165568268,0.030972828,0.355502149,
1034,40119,"Payne, OK",0.248790198,0.036195122,0.355898887,
1035,19065,"Fayette, IA",0.118045079,0.027983417,0.354931985,
1036,55039,"Fond du Lac, WI",0.110686525,0.027508939,0.354382451,
1037,5077,"Lee, AR",0.144252494,0.029606942,0.354357555,
1038,46033,"Custer, SD",0.198058655,0.032967033,0.354226932,
1039,6079,"San Luis Obispo, CA",0.14001982,0.029327464,0.353817078,
1040,28111,"Perry, MS",0.240445953,0.03560529,0.353878893,
1041,4012,"La Paz, AZ",0.47343428,0.050197628,0.354554774,
1042,21061,"Edmonson, KY",0.156409794,0.03030303,0.352102467,
1043,48017,"Bailey, TX",0.174564409,0.031337887,0.348771942,
1044,21099,"Hart, KY",0.154552777,0.030082042,0.348374919,
1045,38051,"McIntosh, ND",0.176370487,0.031434185,0.348227024,
1046,17107,"Logan, IL",0.118772685,0.027838998,0.347666906,
1047,21185,"Oldham, KY",0.10007004,0.026652452,0.346685272,
1048,51145,"Powhatan, VA",0.173244257,0.031208936,0.347169417,
1049,5083,"Logan, AR",0.218529035,0.033964365,0.34537982,
1050,1001,"Autauga, AL",0.2092943,0.033363572,0.344475779,
1051,36037,"Genesee, NY",0.098340487,0.026453605,0.34299666,
1052,28109,"Pearl River, MS",0.223902211,0.034180909,0.341741163,
1053,51670,"Hopewell City, VA",0.118811411,0.027651564,0.340356464,
1054,13249,"Schley, GA",0.583067608,0.056338028,0.34106885,
1055,55001,"Adams, WI",0.326693444,0.040436904,0.339223062,
1056,35006,"Cibola, NM",0.257794606,0.036175711,0.338809562,
1057,35015,"Eddy, NM",0.068629334,0.024460306,0.336234153,
1058,31129,"Nuckolls, NE",0.059057657,0.023861171,0.335753034,
1059,12097,"Osceola, FL",0.172767509,0.030868052,0.336448472,
1060,37113,"Macon, NC",0.191727674,0.032000778,0.335346407,
1061,20045,"Douglas, KS",0.075537487,0.024829395,0.333845707,
1062,39167,"Washington, OH",0.116113465,0.027262579,0.331671833,
1063,39087,"Lawrence, OH",0.098426715,0.026146486,0.330304222,
1064,38071,"Ramsey, ND",0.063003607,0.023957571,0.329259294,
1065,51820,"Waynesboro City, VA",0.212078446,0.033013607,0.327698813,
1066,20183,"Smith, KS",0.164162539,0.030069391,0.326911313,
1067,50003,"Bennington, VT",0.161481776,0.029888149,0.326272218,
1068,51111,"Lunenburg, VA",0.404756704,0.044744618,0.327243974,
1069,31095,"Jefferson, NE",0.286368168,0.037483266,0.325968769,
1070,38065,"Oliver, ND",0.575637764,0.05511811,0.326412926,
1071,20157,"Republic, KS",0.267425286,0.036231884,0.32308066,
1072,5149,"Yell, AR",0.195169729,0.031827177,0.322498044,
1073,55059,"Kenosha, WI",0.159441442,0.029639275,0.321789306,
1074,36057,"Montgomery, NY",0.170168852,0.030289631,0.321781363,
1075,39105,"Meigs, OH",0.139039736,0.028395785,0.321556129,
1076,16057,"Latah, ID",0.136623528,0.028242348,0.321293827,
1077,19063,"Emmet, IA",0.170972363,0.030326198,0.321352909,
1078,28087,"Lowndes, MS",0.164908232,0.029948084,0.320978533,
1079,26011,"Arenac, MI",0.165948598,0.030004801,0.32075313,
1080,20053,"Ellsworth, KS",0.079408373,0.024723247,0.319100456,
1081,5123,"Saint Francis, AR",0.064686748,0.02381877,0.318476943,
1082,46091,"Marshall, SD",0.122888509,0.027333333,0.318310765,
1083,48197,"Hardeman, TX",0.467714656,0.048237477,0.319631345,
1084,51037,"Charlotte, VA",-0.004982644,0.019569472,0.316450055,
1085,29171,"Putnam, MO",0.278028025,0.036687631,0.317617531,
1086,56007,"Carbon, WY",0.363476981,0.041826849,0.317035713,
1087,13315,"Wilcox, GA",0.188697449,0.031222123,0.315258066,
1088,37031,"Carteret, NC",0.232935416,0.033891155,0.315336737,
1089,55083,"Oconto, WI",0.139919972,0.028165623,0.310853932,
1090,16009,"Benewah, ID",0.254315509,0.03503876,0.311038742,
1091,40021,"Cherokee, OK",0.172135941,0.030091494,0.310568872,
1092,17099,"La Salle, IL",0.12266288,0.027101649,0.309748885,
1093,18015,"Carroll, IN",0.18537229,0.030873032,0.310125325,
1094,18177,"Wayne, IN",0.200264147,0.031761482,0.30996092,
1095,42019,"Butler, PA",0.064740203,0.02359882,0.308420094,
1096,51173,"Smyth, VA",0.25590773,0.035086169,0.309572212,
1097,19015,"Boone, IA",0.140019362,0.028111073,0.308556215,
1098,48339,"Montgomery, TX",0.09696175,0.025493786,0.306959713,
1099,37015,"Bertie, NC",0.191505927,0.031151091,0.307046536,
1100,51059,"Fairfax, VA",0.070014998,0.023822147,0.304275301,
1101,48103,"Crane, TX",0.218908858,0.032632342,0.301889437,
1102,54103,"Wetzel, WV",0.095429907,0.025251287,0.300594732,
1103,13241,"Rabun, GA",0.395143209,0.043129861,0.302054577,
1104,53071,"Walla Walla, WA",0.10733568,0.025945403,0.300028577,
1105,8073,"Lincoln, CO",0.057485277,0.022954092,0.298680328,
1106,35055,"Taos, NM",0.228701422,0.033092659,0.297937693,
1107,26095,"Luce, MI",-0.043673141,0.016889924,0.294862182,
1108,39159,"Union, OH",0.126752662,0.027020649,0.296925275,
1109,16023,"Butte, ID",0.782428542,0.065927655,0.297847727,
1110,55123,"Vernon, WI",0.072130713,0.023735554,0.294738331,
1111,17083,"Jersey, IL",0.188458319,0.030634105,0.295435923,
1112,41061,"Union, OR",0.169178296,0.029487731,0.295233625,
1113,31145,"Red Willow, NE",0.063578136,0.023218893,0.294235083,
1114,48125,"Dickens, TX",0.568349524,0.053117783,0.295550587,
1115,37045,"Cleveland, NC",0.170738499,0.029525293,0.293254558,
1116,48091,"Comal, TX",0.0771231,0.02396452,0.291789297,
1117,29173,"Ralls, MO",0.564907535,0.052809463,0.293435277,
1118,47059,"Greene, TN",0.283669825,0.036169265,0.292531104,
1119,23023,"Sagadahoc, ME",0.092884761,0.024833763,0.289202841,
1120,28017,"Chickasaw, MS",0.149723837,0.028179323,0.28927773,
1121,51193,"Westmoreland, VA",0.354116542,0.040189873,0.288911214,
1122,13087,"Decatur, GA",0.099634343,0.025132438,0.28502898,
1123,48163,"Frio, TX",0.055397451,0.022530329,0.2845551,
1124,24041,"Talbot, MD",0.1602695,0.028666628,0.284328522,
1125,32017,"Lincoln, NV",0.424031281,0.04410441,0.284146141,
1126,29181,"Ripley, MO",0.139235903,0.02738764,0.282484548,
1127,48239,"Jackson, TX",0.11363256,0.025879917,0.282029186,
1128,8019,"Clear Creek, CO",0.323172923,0.038155275,0.282911827,
1129,13255,"Spalding, GA",0.143192602,0.027603827,0.281899873,
1130,19161,"Sac, IA",0.14340337,0.027592769,0.280995196,
1131,55137,"Waushara, WI",0.180208064,0.029711234,0.279915914,
1132,39157,"Tuscarawas, OH",0.121673319,0.026286629,0.279466442,
1133,39063,"Hancock, OH",0.122384593,0.026295337,0.278136396,
1134,20105,"Lincoln, KS",0.157744699,0.028353326,0.278111539,
1135,20135,"Ness, KS",0.128522308,0.026634383,0.277402967,
1136,5113,"Polk, AR",0.165238635,0.028757275,0.276910817,
1137,31033,"Cheyenne, NE",0.235132026,0.032777567,0.275470734,
1138,28147,"Walthall, MS",0.368286292,0.040457703,0.27407883,
1139,22057,"Lafourche, LA",0.166355199,0.028701406,0.272423157,
1140,48427,"Starr, TX",0.004795561,0.019315,0.270730705,
1141,18055,"Greene, IN",0.279371687,0.035181582,0.27046552,
1142,21163,"Meade, KY",0.162344523,0.028399095,0.269790633,
1143,31015,"Boyd, NE",0.073721624,0.023255814,0.268696485,
1144,21177,"Muhlenberg, KY",0.224575929,0.031988873,0.269619455,
1145,18151,"Steuben, IN",0.110012405,0.025341131,0.268319737,
1146,5079,"Lincoln, AR",0.027073731,0.020516449,0.266229655,
1147,48245,"Jefferson, TX",0.202826959,0.030678868,0.267745904,
1148,19131,"Mitchell, IA",0.281865863,0.035233457,0.267670053,
1149,47047,"Fayette, TN",0.110721287,0.025324088,0.265878172,
1150,22085,"Sabine, LA",0.128881743,0.026356291,0.265349931,
1151,20205,"Wilson, KS",0.500734874,0.047811239,0.266765218,
1152,48211,"Hemphill, TX",0.431893037,0.043835616,0.266519109,
1153,42033,"Clearfield, PA",0.085701177,0.023837091,0.263775909,
1154,48159,"Franklin, TX",0.484986041,0.046847482,0.265475591,
1155,19023,"Butler, IA",0.107344665,0.025052192,0.262575801,
1156,30007,"Broadwater, MT",0.147691383,0.027375201,0.262887781,
1157,48003,"Andrews, TX",0.147811259,0.027347677,0.261544466,
1158,26027,"Cass, MI",0.227285965,0.031890661,0.261118199,
1159,48281,"Lampasas, TX",0.1140081,0.025365631,0.259677713,
1160,42125,"Washington, PA",0.072744931,0.022978072,0.258452393,
1161,31113,"Logan, NE",0.318092815,0.037037037,0.2594794,
1162,1133,"Winston, AL",0.402265876,0.041815476,0.25852719,
1163,21175,"Morgan, KY",0.110961459,0.025116613,0.256505578,
1164,40133,"Seminole, OK",0.146946433,0.027143055,0.255458478,
1165,19019,"Buchanan, IA",0.285003272,0.035009126,0.255373271,
1166,36031,"Essex, NY",0.102482431,0.024560902,0.253380021,
1167,39041,"Delaware, OH",0.004425505,0.018953945,0.251755807,
1168,17065,"Hamilton, IL",0.158474808,0.027741083,0.25318624,
1169,32005,"Douglas, NV",0.329087186,0.037396851,0.251815028,
1170,48247,"Jim Hogg, TX",0.041961789,0.021047228,0.249788951,
1171,8105,"Rio Grande, CO",0.150490237,0.027182436,0.249085927,
1172,31143,"Polk, NE",0.191326455,0.029496403,0.249094989,
1173,47173,"Union, TN",0.288308084,0.035002431,0.249435508,
1174,48181,"Grayson, TX",0.065765734,0.022340503,0.247099601,
1175,29055,"Crawford, MO",0.21635366,0.030869348,0.247536082,
1176,29111,"Lewis, MO",0.047621878,0.021268216,0.244781679,
1177,19135,"Monroe, IA",0.228069647,0.031493701,0.246230857,
1178,27085,"McLeod, MN",0.201944224,0.030006317,0.245835422,
1179,6019,"Fresno, CA",0.124948127,0.025630216,0.24471593,
1180,37043,"Clay, NC",0.365137071,0.039215686,0.245595459,
1181,23009,"Hancock, ME",0.084087714,0.023284028,0.242857035,
1182,17167,"Sangamon, IL",-0.060760317,0.015079479,0.239647828,
1183,19083,"Hardin, IA",0.148325723,0.026890046,0.24236214,
1184,23007,"Franklin, ME",0.143486577,0.026614889,0.242253829,
1185,30093,"Silver Bow, MT",0.093736523,0.023790323,0.241187027,
1186,48399,"Runnels, TX",0.084573679,0.023255814,0.240306299,
1187,17023,"Clark, IL",0.250152388,0.032534247,0.239444385,
1188,22119,"Webster, LA",0.342819734,0.037742265,0.239579702,
1189,31067,"Gage, NE",0.143686806,0.026520348,0.237999256,
1190,55047,"Green Lake, WI",0.157099546,0.027230498,0.236354401,
1191,39139,"Richland, OH",0.139998449,0.026233139,0.234730104,
1192,21077,"Gallatin, KY",0.19272541,0.029185868,0.234918972,
1193,39029,"Columbiana, OH",0.111602973,0.024619611,0.233595928,
1194,13209,"Montgomery, GA",0.420647196,0.041937816,0.235130265,
1195,19101,"Jefferson, IA",0.173429208,0.028080657,0.233918205,
1196,27105,"Nobles, MN",0.190125771,0.028955015,0.231768486,
1197,40081,"Lincoln, OK",0.238307859,0.031569174,0.229338055,
1198,26107,"Mecosta, MI",0.021384292,0.019464105,0.227171447,
1199,49019,"Grand, UT",0.148521095,0.026496117,0.226156839,
1200,18037,"Dubois, IN",0.118108661,0.024771178,0.224502317,
1201,19185,"Wayne, IA",0.089698284,0.023191607,0.224203618,
1202,6115,"Yuba, CA",0.148597947,0.026454682,0.224312809,
1203,47057,"Grainger, TN",0.269193508,0.033147358,0.224843761,
